Class,Data
library,"-513.95544,105.23613,13.380796,12.861122,-2.3956504,8.49074,-7.363084,0.15748152,-5.144834,-9.20197,-3.9462867,-0.9647751,-12.164385,-14.646704,-2.19465,-3.0477355,-0.20817795,-9.765966,-2.9945478,-5.124114"
read,"-480.738,131.98903,-14.356098,1.8245326,-16.609367,3.370396,-6.0630608,-12.228405,-5.3410225,-5.171911,0.76762545,-10.066017,-10.448682,-7.2399826,-12.781491,-8.967573,-5.08627,-10.853195,-9.78447,-6.6865277"
read,"-467.56735,143.51764,-18.470154,-8.17988,-10.766429,-1.3805461,-10.015025,-9.330864,-5.0192976,-9.2677555,-5.1588984,-7.5544524,-12.2118025,-4.410169,-10.986036,-13.439191,-2.6637757,-12.08362,-5.816461,-4.0515413"
read,"-488.24417,134.20654,0.44543236,12.808437,-20.680141,13.097731,1.8753331,-11.401713,1.3992978,-5.553652,5.2167325,-8.697611,-8.80296,-0.63147515,-11.500656,-8.346204,-0.20702885,-5.3598576,-8.086606,-0.88641715"
read,"-473.3535,144.05396,1.5049205,5.8289604,-15.337324,11.591151,0.55991,-10.436242,-0.6761638,-8.121696,6.1598544,-5.570486,-13.656151,-3.0293775,-10.766228,-7.428512,-2.576607,-8.865267,-6.013354,-4.5595927"
read,"-478.78778,121.73349,-12.875544,8.026533,-26.699318,1.8396567,-4.792945,-12.947483,-8.809497,-5.9804993,1.2798193,-14.201918,-11.456535,-4.5821085,-12.5276375,-8.9267025,-1.1544735,-8.419671,-4.5939445,-3.5004373"
read,"-478.78778,121.73349,-12.875544,8.026533,-26.699318,1.8396567,-4.792945,-12.947483,-8.809497,-5.9804993,1.2798193,-14.201918,-11.456535,-4.5821085,-12.5276375,-8.9267025,-1.1544735,-8.419671,-4.5939445,-3.5004373"
read,"-473.3535,144.05396,1.5049205,5.8289604,-15.337324,11.591151,0.55991,-10.436242,-0.6761638,-8.121696,6.1598544,-5.570486,-13.656151,-3.0293775,-10.766228,-7.428512,-2.576607,-8.865267,-6.013354,-4.5595927"
read,"-488.24417,134.20654,0.44543236,12.808437,-20.680141,13.097731,1.8753331,-11.401713,1.3992978,-5.553652,5.2167325,-8.697611,-8.80296,-0.63147515,-11.500656,-8.346204,-0.20702885,-5.3598576,-8.086606,-0.88641715"
read,"-467.56735,143.51764,-18.470154,-8.17988,-10.766429,-1.3805461,-10.015025,-9.330864,-5.0192976,-9.2677555,-5.1588984,-7.5544524,-12.2118025,-4.410169,-10.986036,-13.439191,-2.6637757,-12.08362,-5.816461,-4.0515413"
read,"-480.738,131.98903,-14.356098,1.8245326,-16.609367,3.370396,-6.0630608,-12.228405,-5.3410225,-5.171911,0.76762545,-10.066017,-10.448682,-7.2399826,-12.781491,-8.967573,-5.08627,-10.853195,-9.78447,-6.6865277"
read,"-518.45306,123.54258,-3.8655114,28.915674,-10.945496,5.496048,9.511969,-10.266151,-10.013444,-6.3694134,-0.9855791,-8.630741,-0.20922248,-6.4822516,-9.376267,1.8575304,-11.643551,-8.9140005,-4.806461,-9.100038"
read,"-510.38034,130.92471,-5.9769607,22.169579,-11.031405,5.9736643,10.929809,-6.8134823,-6.3629003,-1.0881151,1.7397661,-12.366756,-3.5814135,0.91948414,-7.7815943,-3.3646593,-7.5240555,-10.973194,-8.037296,-8.857703"
read,"-537.105,119.84913,-2.4077408,29.313469,-13.295193,6.055392,10.744107,-12.404766,-7.781428,-1.3419027,-2.9041529,-13.616483,-0.34623694,-3.3796084,-12.113605,-1.0564028,-7.6802278,-10.948667,-5.5946274,-7.713005"
read,"-531.832,123.33184,1.5627954,30.678358,-11.294284,12.964402,12.661136,-10.969028,-7.5510473,0.84316313,4.152619,-10.405341,1.5690452,-0.90884197,-10.909202,1.3451395,-3.4492142,-9.055963,-4.8323703,-4.8189173"
read,"-555.1011,121.11788,0.770974,35.381317,-12.049788,7.135758,9.335904,-8.421555,-6.4218764,-3.0047112,-1.2896581,-8.345134,2.819215,-5.175572,-11.117062,-0.93139875,-5.275469,-10.156157,-6.5189114,-5.898749"
read,"-518.45306,123.54258,-3.8655114,28.915674,-10.945496,5.496048,9.511969,-10.266151,-10.013444,-6.3694134,-0.9855791,-8.630741,-0.20922248,-6.4822516,-9.376267,1.8575304,-11.643551,-8.9140005,-4.806461,-9.100038"
read,"-510.38034,130.92471,-5.9769607,22.169579,-11.031405,5.9736643,10.929809,-6.8134823,-6.3629003,-1.0881151,1.7397661,-12.366756,-3.5814135,0.91948414,-7.7815943,-3.3646593,-7.5240555,-10.973194,-8.037296,-8.857703"
read,"-537.105,119.84913,-2.4077408,29.313469,-13.295193,6.055392,10.744107,-12.404766,-7.781428,-1.3419027,-2.9041529,-13.616483,-0.34623694,-3.3796084,-12.113605,-1.0564028,-7.6802278,-10.948667,-5.5946274,-7.713005"
read,"-531.832,123.33184,1.5627954,30.678358,-11.294284,12.964402,12.661136,-10.969028,-7.5510473,0.84316313,4.152619,-10.405341,1.5690452,-0.90884197,-10.909202,1.3451395,-3.4492142,-9.055963,-4.8323703,-4.8189173"
read,"-555.1011,121.11788,0.770974,35.381317,-12.049788,7.135758,9.335904,-8.421555,-6.4218764,-3.0047112,-1.2896581,-8.345134,2.819215,-5.175572,-11.117062,-0.93139875,-5.275469,-10.156157,-6.5189114,-5.898749"
read,"-426.0914,126.77301,-2.6260579,5.6162925,-45.636868,-0.38337845,3.4254384,-8.441065,-13.559897,-8.138619,8.803139,-14.681899,-5.9788537,-3.488106,-10.118979,0.34604433,-4.3097916,-9.777887,-7.516494,-5.843248"
read,"-493.3769,142.25136,-15.392359,20.04506,-28.045912,1.8962914,11.428943,-7.82193,-9.251198,-1.0263934,3.0548208,-3.6145957,-8.387606,-4.6129866,-1.9547038,-6.1000547,-1.1148418,-8.614692,-5.0006084,-1.9250041"
read,"-426.24194,107.550415,-4.512084,13.531993,-46.87585,8.347962,-4.231786,-5.5045576,0.6800901,-9.562649,3.5769703,-9.102403,-4.4702177,-7.8529077,-3.522938,-4.8654737,-2.9346712,0.112218134,-7.3259263,-2.9944572"
read,"-383.17313,105.06588,-13.961863,22.792309,-54.683884,1.2986766,-4.977463,0.10195414,-0.80165243,-13.693406,5.3568134,-13.817568,1.5472499,-10.939281,-9.494534,5.7196426,-6.6244807,-5.2759376,-3.2892215,-1.83779"
read,"-455.3934,116.56317,-29.49194,19.164614,-34.777077,-4.713689,-1.2885216,-0.08588479,-6.249845,-9.227707,1.755141,-10.252357,-2.4080923,-8.373659,-9.235388,-3.7775712,-1.8241185,-9.958095,-7.5031476,-4.248695"
read,"-499.61432,133.06071,-27.516712,7.206722,-18.336124,-5.4386024,3.3317888,-8.356233,-3.4148536,-3.100833,-1.395804,-2.5289814,1.858701,-4.539415,-5.694084,-4.1267486,-7.2650566,-6.8878584,-4.6520844,0.95996064"
read,"-449.33783,110.523544,-24.814869,21.958345,-32.50762,-6.5235004,-4.87708,-5.8549643,-1.7887201,-11.442422,1.1205384,-3.2354972,-1.960755,-8.351997,-9.629399,-3.4417102,-0.8936155,-8.833299,-7.7886996,-3.0618143"
read,"-458.9419,136.33592,-35.685448,29.171125,-25.586414,10.102535,-0.25660136,-8.735381,8.898665,-0.60639113,-3.1026092,-4.3728695,3.5022385,-8.398658,-6.692356,-0.42734516,-2.114772,-7.1907887,-5.907856,-4.176446"
read,"-418.16214,107.59025,-13.544337,16.567429,-49.721107,0.7196001,-3.9946995,-9.7018175,-2.2333474,-14.86336,0.049367506,-14.167245,-1.225323,-6.8823338,-9.258946,2.393641,-6.572784,-4.815537,-8.4101,-2.6390529"
read,"-389.0544,108.182335,-25.389265,-3.5418224,-47.42263,4.6494007,6.4587164,-6.4289346,-7.55958,-4.6030774,-0.50422657,-9.125417,-2.3983653,-5.689395,-5.000559,-5.44051,-2.4702299,-11.571333,-12.335664,-5.09261"
read,"-511.0563,121.54458,11.776033,11.097085,-9.484847,-6.5406857,-6.109742,6.6853433,-4.3061714,-6.4978795,-4.032818,-7.1524887,-0.40437174,-12.487528,-6.441901,-5.613363,-10.556679,-4.714793,-3.5514073,-5.215588"
read,"-402.67398,150.52806,10.776766,2.2746036,-35.75782,6.792403,-10.174423,2.1206453,-3.3681242,-17.268679,-1.3393779,-5.902337,-3.8698983,-19.650972,-8.173822,-4.360524,-16.580994,-5.762613,-1.3391677,-10.449467"
read,"-432.9662,146.94907,5.6221647,13.094857,-22.96419,-13.350585,-7.7071943,9.0886135,-1.4389464,-15.609829,-11.2907715,-2.931389,0.81098175,-19.439066,-10.8711605,-5.2413993,-10.1605835,-8.03394,-6.6232057,-7.9803786"
read,"-480.31598,113.67543,-10.990618,16.671627,-4.569599,-8.290575,-8.22244,9.759069,-7.853386,-4.2324014,-2.613872,-4.7279587,-0.45726833,-14.000647,-5.056198,-4.7599525,-7.2082496,-4.1665883,-0.03164732,-5.561561"
read,"-440.25732,144.33156,12.3834915,1.0996897,-23.806158,0.7808881,-7.7244368,7.127725,-11.170864,-3.2206948,-0.22193412,-14.461487,-5.4170446,-16.95695,-8.80475,-11.599215,-10.364372,-6.083998,-3.868138,-7.919136"
read,"-440.25732,144.33156,12.3834915,1.0996897,-23.806158,0.7808881,-7.7244368,7.127725,-11.170864,-3.2206948,-0.22193412,-14.461487,-5.4170446,-16.95695,-8.80475,-11.599215,-10.364372,-6.083998,-3.868138,-7.919136"
read,"-480.31598,113.67543,-10.990618,16.671627,-4.569599,-8.290575,-8.22244,9.759069,-7.853386,-4.2324014,-2.613872,-4.7279587,-0.45726833,-14.000647,-5.056198,-4.7599525,-7.2082496,-4.1665883,-0.03164732,-5.561561"
read,"-432.9662,146.94907,5.6221647,13.094857,-22.96419,-13.350585,-7.7071943,9.0886135,-1.4389464,-15.609829,-11.2907715,-2.931389,0.81098175,-19.439066,-10.8711605,-5.2413993,-10.1605835,-8.03394,-6.6232057,-7.9803786"
read,"-402.67398,150.52806,10.776766,2.2746036,-35.75782,6.792403,-10.174423,2.1206453,-3.3681242,-17.268679,-1.3393779,-5.902337,-3.8698983,-19.650972,-8.173822,-4.360524,-16.580994,-5.762613,-1.3391677,-10.449467"
read,"-511.0563,121.54458,11.776033,11.097085,-9.484847,-6.5406857,-6.109742,6.6853433,-4.3061714,-6.4978795,-4.032818,-7.1524887,-0.40437174,-12.487528,-6.441901,-5.613363,-10.556679,-4.714793,-3.5514073,-5.215588"
school,"-544.39624,90.86742,1.3799578,8.301989,-13.685138,-0.4719554,-9.757977,-9.880664,-6.8313737,-7.533876,-7.24796,-2.298761,-4.958535,-1.6535847,2.492979,-11.235875,0.6877154,-5.685092,-8.380125,1.5192543"
school,"-545.676,95.30216,1.6672453,13.274348,-13.009584,2.5392754,-10.10435,-10.86571,-6.4891334,-9.334563,-7.2826157,1.3236588,-7.040933,-4.0412607,2.4528046,-12.216328,1.0763968,-5.740412,-7.608088,-2.2722592"
school,"-581.57697,104.038765,7.903389,24.797771,-11.647187,12.526124,-0.95218503,-6.704178,-0.24088927,-5.7471757,-5.9953337,2.2670608,-2.3078072,-4.1142697,3.8338213,-11.872087,-0.07248557,-6.0924306,-10.796898,-0.6004223"
school,"-564.3308,101.54882,-7.854561,17.104359,-9.288487,6.407186,-5.1223173,-4.164422,-4.0388474,-7.430015,-1.4174813,1.7142025,-7.750713,-4.4621124,2.8443685,-17.758076,-2.3151991,-6.5282965,-12.489094,0.54754776"
school,"-547.57764,76.93851,1.5412208,6.1796637,-3.5447104,3.874142,-8.34629,-6.5333867,-2.1555855,-8.737228,-3.9775586,3.700921,-5.2403407,-1.0663861,1.1889868,-11.577249,-3.6244073,-8.746942,-10.502457,-3.3256574"
school,"-557.6452,98.69865,0.9478359,19.546984,-5.3904114,2.033515,-2.982392,-3.7373104,1.0462242,-6.946073,-6.5263762,1.5409199,-0.6827143,1.507778,3.8363204,-4.8144183,1.7505985,-8.690461,-10.827253,-4.558629"
school,"-515.8802,87.56314,11.375611,13.445476,-8.201595,10.106173,5.3130274,-7.747099,-1.4533389,-0.79699653,1.6167921,3.0654078,-2.7100885,0.75844616,-3.816198,-11.707157,-4.396938,-10.8441515,-9.054827,-4.914242"
school,"-506.90753,100.94483,-17.21558,2.8583472,-11.532728,-1.0841392,-3.6049616,-8.206391,-11.713297,-11.317511,-3.8221242,0.8425128,-7.5817184,-6.338146,-1.9341382,-8.211178,-1.0543915,-13.962187,-14.327751,0.5130735"
school,"-525.0517,100.743225,-9.75336,1.1774652,-15.102971,1.5217264,-4.164993,-7.0371833,-11.915703,-12.60338,-5.6782084,-3.2597766,-5.4239125,-0.57809836,-0.046036415,-7.869619,1.2102511,-10.683107,-12.169924,-3.8787332"
school,"-494.29953,77.503,-4.999742,15.433979,-15.042851,2.90519,-4.406601,-2.8743353,-3.0242443,-8.14213,-5.10684,-2.51206,-3.4021137,-1.0313529,-0.6016442,-11.215935,-2.3528461,-10.233112,-10.34117,0.65770996"
school,"-508.68973,81.07113,8.572933,16.10555,1.4777551,-5.195872,-4.309246,-1.2780651,-4.376698,-5.4769874,-7.1635046,-2.5935073,-0.67189556,-4.239522,-1.7224712,-2.1828158,-2.3978655,-5.904625,-1.0438908,-3.1233776"
school,"-515.475,65.379135,1.5533183,19.782612,3.8337364,-3.0479527,-12.018915,-0.38931686,1.437038,-14.324442,-6.3102455,4.0242405,-5.8394403,-5.9737434,1.0999012,-2.5496953,-4.040993,-9.637207,0.025496915,-1.5920272"
school,"-524.64404,89.8904,-1.2852154,17.352427,6.7273498,1.21601,-13.342477,-3.2738106,4.8422394,-10.659921,-7.98121,5.097306,-3.8183546,-4.74626,2.495847,-2.8984911,0.969126,-7.51219,-5.040679,0.8767994"
school,"-501.11307,54.20931,1.1084801,29.834215,13.260992,-7.3187246,-20.309275,8.285174,-0.67635596,-22.394405,-3.5072837,7.0326366,-13.191855,-5.417105,3.9187756,-2.0170612,-1.5251929,-12.801945,4.7397747,-5.5442147"
school,"-501.5729,57.754253,0.54359657,16.814451,4.2201877,-8.026331,-14.911823,-2.3005605,-2.2345412,-12.522036,-6.349796,1.2318978,-6.2696285,-5.482577,4.019838,-1.1262589,-7.911927,-7.102353,3.3839211,-3.7291703"
school,"-508.68973,81.07113,8.572933,16.10555,1.4777551,-5.195872,-4.309246,-1.2780651,-4.376698,-5.4769874,-7.1635046,-2.5935073,-0.67189556,-4.239522,-1.7224712,-2.1828158,-2.3978655,-5.904625,-1.0438908,-3.1233776"
school,"-515.475,65.379135,1.5533183,19.782612,3.8337364,-3.0479527,-12.018915,-0.38931686,1.437038,-14.324442,-6.3102455,4.0242405,-5.8394403,-5.9737434,1.0999012,-2.5496953,-4.040993,-9.637207,0.025496915,-1.5920272"
school,"-524.64404,89.8904,-1.2852154,17.352427,6.7273498,1.21601,-13.342477,-3.2738106,4.8422394,-10.659921,-7.98121,5.097306,-3.8183546,-4.74626,2.495847,-2.8984911,0.969126,-7.51219,-5.040679,0.8767994"
school,"-501.11307,54.20931,1.1084801,29.834215,13.260992,-7.3187246,-20.309275,8.285174,-0.67635596,-22.394405,-3.5072837,7.0326366,-13.191855,-5.417105,3.9187756,-2.0170612,-1.5251929,-12.801945,4.7397747,-5.5442147"
school,"-501.5729,57.754253,0.54359657,16.814451,4.2201877,-8.026331,-14.911823,-2.3005605,-2.2345412,-12.522036,-6.349796,1.2318978,-6.2696285,-5.482577,4.019838,-1.1262589,-7.911927,-7.102353,3.3839211,-3.7291703"
school,"-464.7673,80.79191,4.267873,15.923299,-23.968843,-1.5332116,-12.285232,-16.709421,-5.5560126,-10.393517,-2.7788582,-5.263395,-6.3935885,-3.6988215,-7.3609343,-0.7434394,4.474891,-8.4699545,-7.8909216,-8.704097"
school,"-507.914,93.53774,2.3854856,15.03617,-19.663832,1.0637956,-4.8566346,-6.8226213,-0.5766632,-9.542993,-6.953859,0.5135786,-2.7257414,-4.140935,-2.8538537,-4.75409,0.12326385,-8.178154,-5.876768,-1.9199415"
school,"-414.26224,73.54264,-6.0337954,12.906373,-22.592346,-7.3793397,-16.042067,-12.258917,-3.6541433,-20.970098,-9.593564,-4.3308578,-4.0564547,-1.209326,-7.813071,-10.353578,-11.471267,-10.886271,-0.4806414,4.321398"
school,"-523.91516,88.62573,-3.7171001,26.345484,-21.015635,0.86153585,-6.389864,-7.1060863,-0.22506994,-5.790282,-7.6376543,-3.854512,-1.2051669,-9.251483,-4.6472077,-6.061337,0.36078832,-3.8367321,-5.591221,-3.977232"
school,"-452.02814,88.29349,2.364637,27.132141,-23.219955,-2.7083786,-6.014411,-5.165583,1.2157023,-10.71822,-6.2336316,-4.606434,-6.8427057,-1.7140373,-5.8310785,-8.9849415,2.836481,-10.794162,-11.110128,-5.366914"
school,"-491.23593,70.23568,5.770672,13.293162,-14.232391,-0.39428246,-6.399976,-5.5051756,0.41671285,-11.800451,-5.908368,-3.969338,-3.25035,0.18774027,-3.9565372,-5.9336205,-4.571267,-8.738834,-10.164324,-8.082935"
school,"-477.32764,69.26171,17.61178,9.395847,-3.335133,0.13392489,-0.34901538,-3.9332132,1.0015674,-4.195497,-5.8753047,-0.7128463,-0.70468557,-0.25996035,-1.7476778,-4.358992,-2.9230754,-6.7773814,-7.3979697,-4.8412766"
school,"-492.0613,74.75837,15.181462,5.4583955,-12.2106285,1.5485718,-4.601118,-3.9838274,-0.005748704,-9.2471075,-4.190919,-4.253711,-3.7456558,-0.8486964,-5.1953173,-5.593403,-4.690327,-9.178479,-9.059674,-5.428385"
school,"-476.16895,79.9315,7.8414297,20.491926,-16.076376,1.1095866,-5.1799874,-10.171359,-0.33479777,-7.345649,-5.0673003,-1.616665,-2.6661208,-0.5738703,-2.6966524,-4.9922976,-3.4211566,-8.5061035,-5.61185,-9.025684"
school,"-503.12482,85.59279,4.5317307,9.382885,-13.876633,-1.4378016,-3.3354454,-7.3107457,0.81546664,-10.238074,-5.792881,-2.318675,-9.656158,-1.7657561,-3.7891307,-8.040772,-1.1650047,-9.090608,-8.688538,-3.1101942"
school,"-469.49225,64.85529,9.366178,3.045578,-10.327339,2.6224854,-7.3010316,-7.9841213,-5.1630783,0.51729685,-7.30845,-7.4166613,-3.4729466,-7.7906284,-3.3169136,-9.193054,-2.0195818,-3.8301015,-4.761574,-0.9497034"
school,"-482.85956,78.40838,11.0391245,9.992566,-15.951381,-2.5170965,-9.676538,-2.2138681,-9.4687805,-8.131094,-6.857133,-7.9283843,-11.130051,-9.098609,2.2389734,-8.342125,-1.247961,-2.2368581,0.25912362,-5.1519613"
school,"-517.83307,74.62448,22.604284,11.010704,-15.84174,3.6494648,-11.404211,4.618971,-6.6713066,-6.7400646,-5.4117312,-10.18822,-6.427317,-13.106809,1.2413653,-7.125765,-1.1708026,-1.2056834,-4.6263013,0.33729783"
school,"-497.22522,94.64515,18.804995,6.426521,-29.338947,4.6860447,-13.728075,3.0296688,-12.089518,-4.3616214,-6.0068426,-11.781237,-6.3091955,-14.699979,4.627879,-9.129911,-1.3788581,-5.785746,-9.4855385,1.839565"
school,"-463.0369,77.00593,13.013513,7.616206,-16.058767,0.09746258,-17.091106,-3.0895915,-14.09103,-2.5163026,-11.23412,-8.202173,-2.6240246,-12.30852,1.1639956,-10.310657,3.8292348,-3.1727674,-1.974647,-4.4799075"
school,"-463.0369,77.00593,13.013513,7.616206,-16.058767,0.09746258,-17.091106,-3.0895915,-14.09103,-2.5163026,-11.23412,-8.202173,-2.6240246,-12.30852,1.1639956,-10.310657,3.8292348,-3.1727674,-1.974647,-4.4799075"
school,"-497.22522,94.64515,18.804995,6.426521,-29.338947,4.6860447,-13.728075,3.0296688,-12.089518,-4.3616214,-6.0068426,-11.781237,-6.3091955,-14.699979,4.627879,-9.129911,-1.3788581,-5.785746,-9.4855385,1.839565"
school,"-517.83307,74.62448,22.604284,11.010704,-15.84174,3.6494648,-11.404211,4.618971,-6.6713066,-6.7400646,-5.4117312,-10.18822,-6.427317,-13.106809,1.2413653,-7.125765,-1.1708026,-1.2056834,-4.6263013,0.33729783"
school,"-482.85956,78.40838,11.0391245,9.992566,-15.951381,-2.5170965,-9.676538,-2.2138681,-9.4687805,-8.131094,-6.857133,-7.9283843,-11.130051,-9.098609,2.2389734,-8.342125,-1.247961,-2.2368581,0.25912362,-5.1519613"
school,"-469.49225,64.85529,9.366178,3.045578,-10.327339,2.6224854,-7.3010316,-7.9841213,-5.1630783,0.51729685,-7.30845,-7.4166613,-3.4729466,-7.7906284,-3.3169136,-9.193054,-2.0195818,-3.8301015,-4.761574,-0.9497034"
student,"-526.2311,96.95702,7.86829,33.61349,-0.7076012,-7.1781135,-5.8532662,8.550289,-10.485668,-8.841393,0.5566696,-10.219998,-0.064041585,-5.8546777,-7.513162,-6.2489915,-5.0963945,-7.9411387,-5.9669514,-4.991578"
student,"-487.70175,98.88953,-5.1629906,31.305717,-5.9216003,-6.989689,-11.085843,6.130703,-11.373778,-15.073508,1.6295443,-10.374191,0.38452518,-4.5335174,-9.012779,-2.777868,-2.2254817,-6.4151573,-4.0862336,-4.9506865"
student,"-520.4282,92.25867,14.206099,44.108795,-7.091053,-11.120449,-14.23271,1.4895686,-12.307459,-7.566943,1.5974023,-15.001807,-1.3826472,-4.393717,-8.04332,-8.105938,-1.6659827,-6.1804204,-9.253882,-4.76963"
student,"-542.32825,103.14078,15.769772,37.702957,1.4575256,-3.3483086,-12.613015,2.7276447,-9.721207,-3.6419134,-1.1598439,-12.455071,-0.7668397,-8.369852,-8.842839,-6.6648664,-4.511983,-11.703278,-5.781782,-3.6407197"
student,"-494.9749,91.69442,3.8943043,42.0615,-6.9674973,-3.9463458,-3.6633956,3.2660856,-12.690663,-4.9911246,-6.2675896,-13.166351,5.016602,-5.9833617,-7.7647185,-3.4440427,-0.25178897,-10.128547,-5.495863,-5.054333"
student,"-494.9749,91.69442,3.8943043,42.0615,-6.9674973,-3.9463458,-3.6633956,3.2660856,-12.690663,-4.9911246,-6.2675896,-13.166351,5.016602,-5.9833617,-7.7647185,-3.4440427,-0.25178897,-10.128547,-5.495863,-5.054333"
student,"-542.32825,103.14078,15.769772,37.702957,1.4575256,-3.3483086,-12.613015,2.7276447,-9.721207,-3.6419134,-1.1598439,-12.455071,-0.7668397,-8.369852,-8.842839,-6.6648664,-4.511983,-11.703278,-5.781782,-3.6407197"
student,"-520.4282,92.25867,14.206099,44.108795,-7.091053,-11.120449,-14.23271,1.4895686,-12.307459,-7.566943,1.5974023,-15.001807,-1.3826472,-4.393717,-8.04332,-8.105938,-1.6659827,-6.1804204,-9.253882,-4.76963"
student,"-487.70175,98.88953,-5.1629906,31.305717,-5.9216003,-6.989689,-11.085843,6.130703,-11.373778,-15.073508,1.6295443,-10.374191,0.38452518,-4.5335174,-9.012779,-2.777868,-2.2254817,-6.4151573,-4.0862336,-4.9506865"
student,"-526.2311,96.95702,7.86829,33.61349,-0.7076012,-7.1781135,-5.8532662,8.550289,-10.485668,-8.841393,0.5566696,-10.219998,-0.064041585,-5.8546777,-7.513162,-6.2489915,-5.0963945,-7.9411387,-5.9669514,-4.991578"
student,"-521.8186,105.61611,-2.4704745,38.89554,-2.3170938,-11.392467,-14.076419,-6.062445,-8.268459,-8.821465,-10.141224,-9.808187,1.6867228,-5.2166796,-6.802534,-5.0873127,0.081890255,-6.5046782,-7.9812484,-3.9280427"
student,"-515.2623,96.30711,-0.9858338,31.550392,2.600185,-3.5730672,-12.922145,-5.594472,-7.98657,-7.537234,-7.5914516,-15.119253,-1.2386037,0.88338727,-8.611528,-5.3155494,0.046271626,-11.387023,-7.470425,-3.337367"
student,"-524.60394,106.35696,-8.718067,41.486195,2.4863465,-3.7499373,-11.221203,-4.6072783,-4.2363176,-9.019503,-3.9021752,-4.6159887,-2.168776,-0.15515085,-5.6208696,-6.897448,3.5156202,-5.521604,-3.658269,-2.6239522"
student,"-543.9899,86.6425,6.1580358,34.473736,5.139821,-6.9080577,-9.864727,-3.5935183,-8.179353,-10.776556,-4.8652434,-6.05954,-2.9198174,-5.554,-7.7254825,-3.5868747,-2.4087656,-6.6286554,-1.4444026,-2.5105515"
student,"-549.9119,91.37963,-0.037023447,36.248463,4.5992045,-3.2341902,-13.901245,-6.4211736,-7.9690046,-9.76721,-6.3029504,-8.959611,-3.9074578,-3.8828645,-7.6633034,-7.1600432,-2.1013713,-8.614798,-3.9075925,-4.425256"
student,"-521.8186,105.61611,-2.4704745,38.89554,-2.3170938,-11.392467,-14.076419,-6.062445,-8.268459,-8.821465,-10.141224,-9.808187,1.6867228,-5.2166796,-6.802534,-5.0873127,0.081890255,-6.5046782,-7.9812484,-3.9280427"
student,"-515.2623,96.30711,-0.9858338,31.550392,2.600185,-3.5730672,-12.922145,-5.594472,-7.98657,-7.537234,-7.5914516,-15.119253,-1.2386037,0.88338727,-8.611528,-5.3155494,0.046271626,-11.387023,-7.470425,-3.337367"
student,"-524.60394,106.35696,-8.718067,41.486195,2.4863465,-3.7499373,-11.221203,-4.6072783,-4.2363176,-9.019503,-3.9021752,-4.6159887,-2.168776,-0.15515085,-5.6208696,-6.897448,3.5156202,-5.521604,-3.658269,-2.6239522"
student,"-543.9899,86.6425,6.1580358,34.473736,5.139821,-6.9080577,-9.864727,-3.5935183,-8.179353,-10.776556,-4.8652434,-6.05954,-2.9198174,-5.554,-7.7254825,-3.5868747,-2.4087656,-6.6286554,-1.4444026,-2.5105515"
